Chip:
Project,Product,Customer,Value,
CBT,,Integration Checklist,
CBT,,Product Specification,
CBT,,UI Specification,
CBT,,User's Guide,

Fixed_in_Chip_Revision:
Project,Customer,Value,

Hardware_Board_Revision:
Project,Product,Customer,Value,
SOC,POS,Broadcom,BCM5892,
SOC,POS,Broadcom,ALL,
SOC,POS,Broadcom,NA,
CBT,Movies,Broadcom,ALL,
CBT,Movies,Broadcom,BCM94401 v1.0,
CBT,Movies,Broadcom,BCM94401 v2.0,
CBT,Movies,Broadcom,BCM94401 v3.0,
CBT,Movies,Broadcom,BCM94401A10 v3.0 revA0,
CBT,Movies,Broadcom,BCM94401A10 v3.0 revA1,
CBT,Movies,Broadcom,BCM94401A10 v3.0 revA2,
CBT,Movies,Broadcom,BCM94401A10 v4.0 revA1,
CBT,Movies,Broadcom,BCM94401A10 v5.0 revA0,
CBT,Movies,Broadcom,BCM94401A20F v0.0 revA0,
CBT,Movies,Broadcom,BCM94401ET0101 v0.0 revP1,
CBT,Movies,Broadcom,BCM94401ET0101 v0.0 revP3,
CBT,Movies,Broadcom,BCM94401T41 v0.0,
CBT,Movies,Broadcom,BCM95708A0804F v0.0 revB,
CBT,Movies,Broadcom,NA,
CBT,Movies,Bruce Willis,ALL,
CBT,Movies,Bruce Willis,Los Angelos,
CBT,Movies,Bruce Willis,Moscow,
CBT,Movies,Bruce Willis,NA,
CBT,Movies,Bruce Willis,New York City,
CBT,Movies,Bruce Willis,Washington D.C.,
CBT,Sites,Broadcom,ALL,
CBT,Sites,Broadcom,BCM43431 ,
CBT,Sites,Broadcom,BCM43460 ,
CBT,Sites,Broadcom,BCM4748 (36224264),
CBT,Sites,Broadcom,BCM4749 ,
CBT,Sites,Broadcom,BCM5301X ,
CBT,Sites,Broadcom,BCM5358  ,
CBT,Sites,Broadcom,BCM58525 ,
CBT,Sites,Broadcom,BCM94401 v1.0,
CBT,Sites,Broadcom,BCM94401 v2.0,
CBT,Sites,Broadcom,BCM94401 v3.0,
CBT,Sites,Broadcom,BCM94401A10 v3.0 revA0,
CBT,Sites,Broadcom,BCM94401A10 v3.0 revA1,
CBT,Sites,Broadcom,BCM94401A10 v3.0 revA2,
CBT,Sites,Broadcom,BCM94401A10 v4.0 revA1,
CBT,Sites,Broadcom,BCM94401A10 v5.0 revA0,
CBT,Sites,Broadcom,BCM94401A20F v0.0 revA0,
CBT,Sites,Broadcom,BCM94401ET0101 v0.0 revP1,
CBT,Sites,Broadcom,BCM94401ET0101 v0.0 revP3,
CBT,Sites,Broadcom,BCM94401T41 v0.0,
CBT,Sites,Broadcom,BCM95708A0804F v0.0 revB,
CBT,Sites,Broadcom,BCM958522ER,
CBT,Sites,Broadcom,NA,
CBT,Sites,Jackie Chan,Broadcom AP 5358 ,
CBT,Sites,Jackie Chan,Broadcom-Alpha-Firebolt  ,
CBT,Sites,Jackie Chan,Broadcom-Alpha-Helix ,
CBT,Sites,Jackie Chan,Broadcom-BCM53242-Harrier ,
CBT,Sites,Jackie Chan,Broadcom-BCM5328x-Thunderbolt ,
CBT,Sites,Jackie Chan,Broadcom-BCM56304-XGS3 ,
CBT,Sites,Jackie Chan,Broadcom-BCM56314-Helix+ ,
CBT,Sites,Jackie Chan,Broadcom-BCM56514-Firebolt-2  ,
CBT,Sites,Jackie Chan,Broadcom-BCM5652x-Apollo ,
CBT,Sites,Jackie Chan,Broadcom-BCM5663x-Triumph2 ,
CBT,Sites,Jackie Chan,Broadcom-BCM956850-Trident2  ,
CBT,Sites,Jackie Chan,Broadcom-BCM958522ER-Vega+ ,
APP,ePTN,Broadcom,ALL,
APP,ePTN,Broadcom,BCM58525,
APP,ePTN,Broadcom,BLANK,
APP,ePTN,Broadcom,Broadcom-BCM958522ER-Vega+,
APP,ePTN,Broadcom,NA,
APP,ePTN,Broadcom,RoBo,
AVB,AVB,Broadcom,BLANK,
AVB,AVB,Broadcom,Broadcom-BCM89501R-Polar,
CTRL,NetXtreme I,Broadcom,BCM57760T6000G v0.0 REV P5,
CTRL,NetXtreme I,Broadcom,BCM57780T8000G v0.0 REV P5,
CTRL,NetXtreme I,Broadcom,BCM94401 Rev. 001,
CTRL,NetXtreme I,Broadcom,BCM94401 V2.0,
CTRL,NetXtreme I,Broadcom,BCM94401 V3.0,
CTRL,NX1,Broadcom,BCM94401A10 v3.0 revA0,
CTRL,NetXtreme I,Broadcom,BCM94401A10 v3.0 revA1,
CTRL,NetXtreme I,Broadcom,BCM94401A10 v3.0 revA2,
CTRL,NetXtreme I,Broadcom,BCM94401A10 v4.0 revA1,
CTRL,NetXtreme I,Broadcom,BCM94401A10 v5.0 revA0,
CTRL,NetXtreme I,Broadcom,BCM94401A20F v0.0 revA0,
CTRL,NetXtreme I,Broadcom,BCM94401ET0101 v0.0 revP1,
CTRL,NetXtreme I,Broadcom,BCM94401ET0101 v0.0 revP3,
CTRL,NetXtreme I,Broadcom,BCM94401T41 v0.0 rev000,
CTRL,NX1,Broadcom,BCM95701A10 Rev. 001,
CTRL,NetXtreme I,Broadcom,BCM95701A10C v3.0 revA4,
CTRL,NetXtreme I,Broadcom,BCM95703A030U v0.0 revA0,
CTRL,NetXtreme I,Broadcom,BCM95703A30U v4.0 revA3,
CTRL,NetXtreme I,Broadcom,BCM95703A30U v6.0 revA0,
CTRL,NetXtreme I,Broadcom,BCM95703A30U v6.1 revA0,
CTRL,NetXtreme I,Broadcom,BCM95703A30U v8.0 revA4,
CTRL,NetXtreme I,Broadcom,BCM95703A30U v9.0 revA1,
CTRL,NetXtreme I,Broadcom,BCM95703SA31U v2.0 rev004,
CTRL,NetXtreme I,Broadcom,BCM95703SA31U v2.0 rev005,
CTRL,NetXtreme I,Broadcom,BCM95703T033 v0.0 revP3,
CTRL,NetXtreme I,Broadcom,BCM95704A40 v1.0 revA3,
CTRL,NetXtreme I,Broadcom,BCM95704CA40 v1.0 revA0,
CTRL,NetXtreme I,Broadcom,BCM95704CA40 v1.0 revA2,
CTRL,NetXtreme I,Broadcom,BCM95704CA40 v2.0 revA1,
CTRL,NetXtreme I,Broadcom,BCM95704CA40 v3.0 revA0,
CTRL,NetXtreme I,Broadcom,BCM95704CA40 v3.0 revA3,
CTRL,NX1,Broadcom,BCM95709A0930G,
CTRL,NetXtreme I,Broadcom,BCM95709SA0930G,
CTRL,NX1,Broadcom,BCM957101T0100G,
CTRL,NetXtreme I,Broadcom,BCM95714 v0.02 revB,
CTRL,NetXtreme I,Broadcom,BCM95714S v0.01 revA,
CTRL,NetXtreme I,Broadcom,BCM95714ST144 v0.0 revP4,
CTRL,NetXtreme I,Broadcom,BCM95714T143 v1.0 revP1,
CTRL,NetXtreme I,Broadcom,BCM95714T143 v1.0 revP3,
CTRL,NetXtreme I,Broadcom,BCM95715A155F v0.0 revP1,
CTRL,NetXtreme I,Broadcom,BCM95715ST154 v1.0 revP2,
CTRL,NetXtreme I,Broadcom,BCM95717T1700G Rev P4,
CTRL,NX1,Broadcom,BCM95718 T1800G Rev P6,
CTRL,NX1,Broadcom,BCM95718A1805G,
CTRL,NetXtreme I,Broadcom,BCM95718T1800G Rev P4,
CTRL,NX1,Broadcom,BCM95719A1904G,
CTRL,NetXtreme I,Broadcom,BCM95719A1904G_C,
CTRL,NetXtreme I,Broadcom,BCM95719A1904G_D,
CTRL,NetXtreme I,Broadcom,BCM95719A1904G_H,
CTRL,NetXtreme I,Broadcom,BCM95719A1904G_I,
CTRL,NetXtreme I,Broadcom,BCM95719A1905G,
CTRL,NetXtreme I,Broadcom,BCM95719T1900G rev P3,
CTRL,NX1,Broadcom,BCM95719T900G rev P5,
CTRL,NX1,Broadcom,BCM95720A2003G,
CTRL,NetXtreme I,Broadcom,BCM95720A2003G_C,
CTRL,NetXtreme I,Broadcom,BCM95720A2003G_D,
CTRL,NetXtreme I,Broadcom,BCM95720A2003G_H,
CTRL,NetXtreme I,Broadcom,BCM95720A2003G_I,
CTRL,NetXtreme I,Broadcom,BCM95720T2000G rev P2.,
CTRL,NX1,Broadcom,BCM95721T210 v2.0 revA1,
CTRL,NetXtreme I,Broadcom,BCM95721T210 v3.0 revA1,
CTRL,NetXtreme I,Broadcom,BCM95721T2101 v0.0 revP2,
CTRL,NetXtreme I,Broadcom,BCM95722T2200G v0.0 revP3,
CTRL,NetXtreme I,Broadcom,BCM95724T2400G rev P5,
CTRL,NX1,Broadcom,BCM95725T2500G,
CTRL,NX1,Broadcom,BCM95727T2700G Rev01,
CTRL,NetXtreme I,Broadcom,BCM95750T503 v0.0 revA1,
CTRL,NetXtreme I,Broadcom,BCM95750T503 v0.0 revA2,
CTRL,NetXtreme I,Broadcom,BCM95750T503 v0.0 revA5,
CTRL,NetXtreme I,Broadcom,BCM95751A519 v1.0 revA0,
CTRL,NetXtreme I,Broadcom,BCM95751FA519 v0.0 revA0,
CTRL,NetXtreme I,Broadcom,BCM95751MT515 v0.0 revA0,
CTRL,NetXtreme I,Broadcom,BCM95751T5101 v0.0 revP3,
CTRL,NetXtreme I,Broadcom,BCM95751T512 v2.0 rev000,
CTRL,NetXtreme I,Broadcom,BCM95751T512 v2.0 revA3,
CTRL,NetXtreme I,Broadcom,BCM95751T512 v3.0 revA2,
CTRL,NetXtreme I,Broadcom,BCM95751T512 v4.0 revA1,
CTRL,NetXtreme I,Broadcom,BCM95751T512 v4.0 revA2,
CTRL,NetXtreme I,Broadcom,BCM95752T5200 v0.0 revP5,
CTRL,NetXtreme I,Broadcom,BCM95752T5204 v0.0 revP1,
CTRL,NetXtreme I,Broadcom,BCM95753T5301 v0.0 revP1,
CTRL,NetXtreme I,Broadcom,BCM95754MT5400 rev P3,
CTRL,NX1,Broadcom,BCM95754T5400 v0.0 revP1,
CTRL,NetXtreme I,Broadcom,BCM95754T5404 v0.0 revP3,
CTRL,NetXtreme I,Broadcom,BCM95754T5404 v2.0 revP1,
CTRL,NetXtreme I,Broadcom,BCM95755MT5506 v0.0 revP1,
CTRL,NetXtreme I,Broadcom,BCM95755T5501 v2.0 revP1,
CTRL,NetXtreme I,Broadcom,BCM95756MET5600F v0.0 revP1,
CTRL,NetXtreme I,Broadcom,BCM95761A6110G rev P4,
CTRL,NetXtreme I,Broadcom,BCM95761A6110G v0.0 revP2,
CTRL,NetXtreme I,Broadcom,BCM95761A6110G,
CTRL,NetXtreme I,Broadcom,BCM95761ET6103G v0.0 revP3,
CTRL,NetXtreme I,Broadcom,BCM95761T6100G v0.0 rev P7,
CTRL,NX1,Broadcom,BCM95762T6200G,
CTRL,NetXtreme I,Broadcom,BCM95764MT6401G v0.0 revP5,
CTRL,NetXtreme I,Broadcom,BCM957710A1021G,
CTRL,NetXtreme I,Broadcom,BCM957760T6000G v0.0 REV P3,
CTRL,NX1,Broadcom,BCM957761T6100G rev P1,
CTRL,NX1,Broadcom,BCM957762T6200G rev P1,
CTRL,NX1,Broadcom,BCM957765T6500G,
CTRL,NetXtreme I,Broadcom,BCM957765XT6500G rev P2,
CTRL,NetXtreme I,Broadcom,BCM957765XT6500G rev P4,
CTRL,NX1,Broadcom,BCM957766T6600G rev P1,
CTRL,NX1,Broadcom,BCM957766T6600G rev P4,
CTRL,NX1,Broadcom,BCM957767T6700G,
CTRL,NX1,Broadcom,BCM957780T8000G v0.0 REV P4,
CTRL,NX1,Broadcom,BCM957781T8100G rev P1,
CTRL,NX1,Broadcom,BCM957782T8200G rev P1,
CTRL,NX1,Broadcom,BCM957785T8500G rev P2,
CTRL,NX1,Broadcom,BCM957785T8500G,
CTRL,NX1,Broadcom,BCM957785XT8500G rev P2,
CTRL,NX1,Broadcom,BCM957785XT8500G rev P4,
CTRL,NX1,Broadcom,BCM957785XT8500G rev P5,
CTRL,NX1,Broadcom,BCM957785XT8500G,
CTRL,NX1,Broadcom,BCM957786XT8600G rev P1,
CTRL,NX1,Broadcom,BCM957787T8700G,
CTRL,NX1,Broadcom,BCM957795T9500G rev P2,
CTRL,NX1,Broadcom,BCM957800T0000G,
CTRL,NX1,Broadcom,BCM957810A1006G,
CTRL,NX1,Broadcom,BCM95782A50-H v0.0 revA1,
CTRL,NetXtreme I,Broadcom,BCM95782A50-H v1.0 revA0,
CTRL,NetXtreme I,Broadcom,BCM95782A50-H v1.0 revA1,
CTRL,NetXtreme I,Broadcom,BCM95782A50-H v2.0 revA1,
CTRL,NetXtreme I,Broadcom,BCM9578401g v0.0 revP4,
CTRL,NetXtreme I,Broadcom,BCM957840T4000G,
CTRL,NetXtreme I,Broadcom,BCM95786T8600 v0.0 revP1,
CTRL,NetXtreme I,Broadcom,BCM95787MT8704 v2.0 revP2,
CTRL,NetXtreme I,Broadcom,BCM95787T8701 v0.0 revP3,
CTRL,NetXtreme I,Broadcom,BCM95788A50 v1.0 revA2,
CTRL,NetXtreme I,Broadcom,BCM95901T57 v0.0 rev000,
CTRL,NetXtreme I,Broadcom,BCM95906MT0604F v0.0 revP3,
CTRL,NetXtreme I,Broadcom,BCM95906T0600 v0.0 revP2,
CTRL,NetXtreme I,Broadcom,BCM95906T0600F v0.0 revP3,
CTRL,NetXtreme I,Broadcom,BCM9751T5101 v0.0 revP1,
CTRL,NetXtreme I,Broadcom,BCM9751T5101 v0.0 revP2,
CTRL,NetXtreme I,Broadcom,BLANK,
CTRL,NetXtreme I,Broadcom,NOT_IMPORTED-CTRL SPECIFY,
WLAN,ESDK,Broadcom,ALL,
WLAN,ESDK,Broadcom,BCM43431,
WLAN,ESDK,Broadcom,BCM43460,
WLAN,ESDK,Broadcom,BCM5301X,
WLAN,ESDK,Broadcom,BCM58525,
WLAN,ESDK,Broadcom,BCM958522ER,
WLAN,ESDK,Broadcom,BLANK,
WLAN,ESDK,Broadcom,Broadcom AP 4748,
WLAN,ESDK,Broadcom,Broadcom AP 53003-Keystone,
WLAN,ESDK,Broadcom,Broadcom AP 53012ER-Northstar,
WLAN,ESDK,Broadcom,Broadcom-BCM958522ER-Vega+,
WLAN,ESDK,Broadcom,NA,
WLAN,ESDK,Hewlett Packard Company,HP Cumberland,
WLAN,UWS/UAP,Broadcom,ALL,
WLAN,UWS/UAP,Broadcom,BCM4342,
WLAN,UWS/UAP,Broadcom,BCM43431,
WLAN,UWS/UAP,Broadcom,BCM43460,
WLAN,UWS/UAP,Broadcom,BCM4748,
WLAN,UWS/UAP,Broadcom,BCM4749,
WLAN,UWS/UAP,Broadcom,BCM5301X,
WLAN,UWS/UAP,Broadcom,BCM5358,
WLAN,UWS/UAP,Broadcom,BCM58525,
WLAN,UWS/UAP,Broadcom,BCM958522ER,
WLAN,UWS/UAP,Broadcom,BLANK,
WLAN,UWS/UAP,Broadcom,Broadcom AP 4342,
WLAN,UWS/UAP,Broadcom,Broadcom AP 4748,
WLAN,UWS/UAP,Broadcom,Broadcom AP 53003-Keystone,
WLAN,UWS/UAP,Broadcom,Broadcom AP 53012ER-Northstar,
WLAN,UWS/UAP,Broadcom,Broadcom AP 5358,
WLAN,UWS/UAP,Broadcom,Broadcom Corporation,
WLAN,UWS/UAP,Broadcom,Broadcom-Alpha-Firebolt,
WLAN,UWS/UAP,Broadcom,Broadcom-Alpha-Helix,
WLAN,UWS/UAP,Broadcom,Broadcom-BCM53014AC - Claymore,
WLAN,UWS/UAP,Broadcom,Broadcom-BCM53242-Harrier,
WLAN,UWS/UAP,Broadcom,Broadcom-BCM5328x-Thunderbolt,
WLAN,UWS/UAP,Broadcom,Broadcom-BCM56304-XGS3,
WLAN,UWS/UAP,Broadcom,Broadcom-BCM56314-Helix+,
WLAN,UWS/UAP,Broadcom,Broadcom-BCM56514-Firebolt-2,
WLAN,UWS/UAP,Broadcom,Broadcom-BCM5652x-Apollo,
WLAN,UWS/UAP,Broadcom,Broadcom-BCM5663x-Triumph2,
WLAN,UWS/UAP,Broadcom,Broadcom-BCM956850-Trident2,
WLAN,UWS/UAP,Broadcom,Broadcom-BCM958522ER-Vega+,
WLAN,UWS/UAP,Broadcom,FASTPATH UAP 6.5,
WLAN,UWS/UAP,Broadcom,FastPath UAP 6.6,
WLAN,UWS/UAP,Broadcom,LiNe-LinuxHost,
WLAN,UWS/UAP,Broadcom,NA,
WLAN,UWS/UAP,Broadcom,WAP371,
WLAN,UWS/UAP,Broadcom,WAP561,
WLAN,UWS/UAP,D-Link Corporation,DWL-8600AP,
WLAN,UWS/UAP,Delta Networks Inc,Cisco Riviera,
WLAN,UWS/UAP,Hewlett Packard Company,HP 501,
WLAN,UWS/UAP,Hewlett Packard Company,HP Cumberland,
WLAN,UWS/UAP,Hewlett Packard Company,HP M220,
WLAN,UWS/UAP,ShenZhen Tenda Technology Co Ltd,Tenda WLAN,
WLAN,UWS/UAP,Universal Global Scientific Industrial Co Ltd,BLANK,
WLAN,UWS/UAP,Universal Global Scientific Industrial Co Ltd,USGI Reference UAP,
AVB,AVB,Broadcom,ALL,
AVB,AVB,Broadcom,NA,
CTRL,NetXtreme I,Broadcom,BCM94401 v1.0,
CTRL,NetXtreme I,Broadcom,BCM94401A10 v3.0 revA0,
CTRL,NetXtreme I,Broadcom,BCM94401T41 v0.0,
CTRL,NetXtreme I,Broadcom,BCM95701A10 Rev. 001,
CTRL,NetXtreme I,Broadcom,BCM95708A0804F v0.0 revB,
CTRL,NetXtreme I,Broadcom,BCM95709A0907G,
CTRL,NetXtreme I,Broadcom,BCM95709A0930G,
CTRL,NetXtreme I,Broadcom,BCM95709ST0903G v1.0 revP3,
CTRL,NetXtreme I,Broadcom,BCM95709T0903 v1.0 revP2,
CTRL,NetXtreme I,Broadcom,BCM957101T0100G,
CTRL,NetXtreme I,Broadcom,BCM95717T1700G revP4,
CTRL,NetXtreme I,Broadcom,BCM95718 T1800G Rev P6,
CTRL,NetXtreme I,Broadcom,BCM95718 T1800G revP6,
CTRL,NetXtreme I,Broadcom,BCM95718A1805G,
CTRL,NetXtreme I,Broadcom,BCM95718T1800G revP4,
CTRL,NetXtreme I,Broadcom,BCM95719A1904G,
CTRL,NetXtreme I,Broadcom,BCM95719T1900G revP3,
CTRL,NetXtreme I,Broadcom,BCM95719T900G rev P5,
CTRL,NetXtreme I,Broadcom,BCM95719T900G revP5,
CTRL,NetXtreme I,Broadcom,BCM95720A2003G,
CTRL,NetXtreme I,Broadcom,BCM95720T2000G revP2,
CTRL,NetXtreme I,Broadcom,BCM95721T210 v2.0 revA1,
CTRL,NetXtreme I,Broadcom,BCM95724T2400G revP5,
CTRL,NetXtreme I,Broadcom,BCM95725T2500G,
CTRL,NetXtreme I,Broadcom,BCM95727T2700G rev01,
CTRL,NetXtreme I,Broadcom,BCM95754MT5400 revP3,
CTRL,NetXtreme I,Broadcom,BCM95754T5400 v0.0 revP1,
CTRL,NetXtreme I,Broadcom,BCM95761T6100G v0.0 revP7,
CTRL,NetXtreme I,Broadcom,BCM95762T6200G,
CTRL,NetXtreme I,Broadcom,BCM957712A1202G,
CTRL,NetXtreme I,Broadcom,BCM957712A1213G,
CTRL,NetXtreme I,Broadcom,BCM957712A1288,
CTRL,NetXtreme I,Broadcom,BCM957760T6000G v0.0 revP3,
CTRL,NetXtreme I,Broadcom,BCM957760T6000G v0.0 revP5,
CTRL,NetXtreme I,Broadcom,BCM957761T6100G rev P1,
CTRL,NetXtreme I,Broadcom,BCM957761T6100G revP1,
CTRL,NetXtreme I,Broadcom,BCM957762T6200G rev P1,
CTRL,NetXtreme I,Broadcom,BCM957762T6200G revP1,
CTRL,NetXtreme I,Broadcom,BCM957765T6500G,
CTRL,NetXtreme I,Broadcom,BCM957765XT6500G revP2,
CTRL,NetXtreme I,Broadcom,BCM957765XT6500G revP4,
CTRL,NetXtreme I,Broadcom,BCM957766T6600G rev P1,
CTRL,NetXtreme I,Broadcom,BCM957766T6600G rev P4,
CTRL,NetXtreme I,Broadcom,BCM957766T6600G revP1,
CTRL,NetXtreme I,Broadcom,BCM957766T6600G revP4,
CTRL,NetXtreme I,Broadcom,BCM957767T6700G,
CTRL,NetXtreme I,Broadcom,BCM957780T8000G v0.0 REV P4,
CTRL,NetXtreme I,Broadcom,BCM957780T8000G v0.0 revP4,
CTRL,NetXtreme I,Broadcom,BCM957780T8000G v0.0 revP5,
CTRL,NetXtreme I,Broadcom,BCM957781T8100G rev P1,
CTRL,NetXtreme I,Broadcom,BCM957781T8100G revP1,
CTRL,NetXtreme I,Broadcom,BCM957782T8200G rev P1,
CTRL,NetXtreme I,Broadcom,BCM957782T8200G revP1,
CTRL,NetXtreme I,Broadcom,BCM957785T8500G rev P2,
CTRL,NetXtreme I,Broadcom,BCM957785T8500G revP2,
CTRL,NetXtreme I,Broadcom,BCM957785T8500G,
CTRL,NetXtreme I,Broadcom,BCM957785XT8500G rev P2,
CTRL,NetXtreme I,Broadcom,BCM957785XT8500G rev P4,
CTRL,NetXtreme I,Broadcom,BCM957785XT8500G rev P5,
CTRL,NetXtreme I,Broadcom,BCM957785XT8500G revP2,
CTRL,NetXtreme I,Broadcom,BCM957785XT8500G revP4,
CTRL,NetXtreme I,Broadcom,BCM957785XT8500G revP5,
CTRL,NetXtreme I,Broadcom,BCM957785XT8500G,
CTRL,NetXtreme I,Broadcom,BCM957786XT8600G rev P1,
CTRL,NetXtreme I,Broadcom,BCM957786XT8600G revP1,
CTRL,NetXtreme I,Broadcom,BCM957787T8700G,
CTRL,NetXtreme I,Broadcom,BCM957795T9500G rev P2,
CTRL,NetXtreme I,Broadcom,BCM957795T9500G revP2,
CTRL,NetXtreme I,Broadcom,BCM957800A0006G,
CTRL,NetXtreme I,Broadcom,BCM957800T0000G,
CTRL,NetXtreme I,Broadcom,BCM957810A1006G,
CTRL,NetXtreme I,Broadcom,BCM957810A1006G_D,
CTRL,NetXtreme I,Broadcom,BCM957810A1007G,
CTRL,NetXtreme I,Broadcom,BCM957810A1008G,
CTRL,NetXtreme I,Broadcom,BCM957810A1008G_D,
CTRL,NetXtreme I,Broadcom,BCM957810A1008G_I,
CTRL,NetXtreme I,Broadcom,BCM957810T1000G,
CTRL,NetXtreme I,Broadcom,BCM95782A50-H v0.0 revA1,
WLAN,ESDK,Broadcom,BCM43526,
CS,Client Security,Broadcom,BCM958100K – Lynx,
WLAN,ESDK,Broadcom,Broadcom-BCM53014AC - Claymore,

OS:
Project,Value,
APP,BLANK,
APP,Linux 2.6,
APP,Linux,
APP,eCOS,
AVB,BLANK,
AVB,NA,
CTRL,BLANK,
CTRL,DOS,
CTRL,Mac OS X Snow Leopard,
CTRL,Red Hat EL 5.10,
CTRL,Red Hat EL 5.11,
CTRL,Red Hat EL 5.5,
CTRL,Red Hat EL 5.7,
CTRL,Red Hat EL 5.8,
CTRL,Red Hat EL 5.9,
CTRL,Red Hat EL 6.0,
CTRL,Red Hat EL 6.1,
CTRL,Red Hat EL 6.2,
CTRL,Red Hat EL 6.3,
CTRL,Red Hat EL 6.4,
CTRL,Red Hat EL 6.5,
CTRL,Red Hat EL 7.0,
CTRL,SUSE Linux ES 10.3,
CTRL,SUSE Linux ES 10.4,
CTRL,SUSE Linux ES 11.0,
CTRL,SUSE Linux ES 11.1,
CTRL,SUSE Linux ES 11.2,
CTRL,SUSE Linux ES 11.3,
CTRL,SUSE Linux ES 12.0,
CTRL,Solaris 10,
CTRL,Solaris 11,
CTRL,VMware ESX 4.0,
CTRL,VMware ESX 4.1,
CTRL,VMware ESX 5.0,
CTRL,VMware ESX 5.1,
CTRL,VMware ESX 5.5,
CTRL,VMware ESX 6.0,
CTRL,Windows 2008 IA64,
CTRL,Windows 2008 R2 IA64,
CTRL,Windows 2008 R2 x64,
CTRL,Windows 2008 x64,
CTRL,Windows 2008 x86,
CTRL,Windows 2012 R2,
CTRL,Windows 2012,
CTRL,Windows 7,
CTRL,Windows 8,
CTRL,Windows 8.1,
CTRL,Windows PE,
CTRL,Windows Vista,
CTRL,Windows XP x64,
CTRL,Windows XP x86,
CTRL,Xen Server 6.0,
CTRL,Xen Server 6.1,
CTRL,Xen Server 6.2,
CTRL,uEFI IA-32,
CTRL,uEFI IA-64,
CTRL,uEFI x64,
SOC,BLANK,
SOC,Linux,
WLAN,BLANK,
WLAN,Linux 2.4,
WLAN,Linux 2.6,
WLAN,Linux BRL2,
WLAN,Linux,
WLAN,NA,
WLAN,VxWorks,
WLAN,eCOS,
CBT,Linux 2.4,
CBT,Linux 2.6,
CBT,NA,
CBT,Red Hat EL 6.0,
CBT,Red Hat EL 6.1,
CBT,Red Hat EL 6.2,
CBT,Red Hat EL 6.3,
CBT,Red Hat EL 6.4,
CBT,Red Hat EL 6.5,
CBT,Red Hat EL 7.0,
CBT,Windows 7,
CBT,Windows 8,
CBT,Windows 8.1,

Package:
Project,Product,Value,
APP,ePTN,BLANK,
APP,ePTN,Base,
APP,ePTN,CLI,
APP,ePTN,Documentation,
APP,ePTN,Metro,
APP,ePTN,QoS,
APP,ePTN,SNMP,
APP,ePTN,Switching,
AVB,AVB,AVB,
AVB,AVB,BLANK,
SOC,IPROCSW,BLANK,
SOC,IPROCSW,Build,
SOC,IPROCSW,Firmware,
SOC,IPROCSW,Hardware,
SOC,IPROCSW,KNET,
SOC,IPROCSW,Multicast,
SOC,IPROCSW,NAT,
SOC,IPROCSW,OLT Boot,
SOC,IPROCSW,Other Tools,
SOC,IPROCSW,PHY,
SOC,IPROCSW,SDK,
SOC,IPROCSW,SER,
SOC,IPROCSW,Visibility,
SOC,IPROCSW,WLAN,
WLAN,ESDK,Access Point,
WLAN,ESDK,BLANK,
WLAN,ESDK,NA,
WLAN,ESDK,WL Driver,
WLAN,ESDK,Wireless,
WLAN,UWS/UAP,Access Point,
WLAN,UWS/UAP,BLANK,
WLAN,UWS/UAP,Base,
WLAN,UWS/UAP,CLI,
WLAN,UWS/UAP,Documentation,
WLAN,UWS/UAP,Multicast,
WLAN,UWS/UAP,NA,
WLAN,UWS/UAP,QoS,
WLAN,UWS/UAP,SNMP,
WLAN,UWS/UAP,Switching,
WLAN,UWS/UAP,Third Party,
WLAN,UWS/UAP,Tools / Build Process,
WLAN,UWS/UAP,WL Driver,
WLAN,UWS/UAP,Web,
WLAN,UWS/UAP,Wireless,
AVB,AVB,AVB Offline Config,
AVB,AVB,Simple Linux Shell,
CBT,Movies,All Hands Meeting,
CBT,Movies,ALL,
CBT,Movies,Analysts Meeting,
CBT,Movies,CEO Notes,
CBT,Movies,DVD,
CBT,Movies,NA,
CBT,Movies,Press Release,
CBT,Movies,Streaming Video,
CBT,Movies,Theatre,
CBT,Sites,ALL,
CBT,Sites,Canada,
CBT,Sites,China,
CBT,Sites,Great Britain,
CBT,Sites,India,
CBT,Sites,NA,
CBT,Sites,Taiwan,
CBT,Sites,United States,
SBX,Caladan2,BLANK,
SBX,Caladan2,XCore,
SBX,Caladan2,XCore.SDK,
SBX,Caladan2,XCore.driver,
SBX,Caladan2,XCore.microcode,
SBX,Caladan3,BLANK,
SBX,Caladan3,XCore,
SBX,Caladan3,XCore.SDK,
SBX,Caladan3,XCore.driver,
SBX,Caladan3,XCore.microcode,
SBX,Caladan3,XCore.tools,

Product:
Project,Value,
APP,ePTN,
AVB,AVB,
CS,Client Security,
LINUXDEV,Linux,
SOC,IPROCSW,
SOC,POS,
WLAN,ESDK,
WLAN,UWS/UAP,
ROBO,ROBO,
CTRL,NetXtreme I,
CTRL,NetXtreme C,
CTRL,NetXtreme E ,
CBT,Movies,
CBT,Sites,
SBX,Caladan2,
SBX,Caladan3,
CS,MPOS,

Releases:
Project,Product,Customer,Value,
CBT,Movies,Broadcom,Q1,
CBT,Movies,Broadcom,Q2,
CBT,Movies,Broadcom,Q3,
CBT,Movies,Broadcom,Q4,
CBT,Movies,Bruce Willis,A Good Day to Die Hard,
CBT,Movies,Bruce Willis,Die Hard 2,
CBT,Movies,Bruce Willis,Die Hard with a Vengeance,
CBT,Movies,Bruce Willis,Die Hard,
